UNIVERSITIES,SCHOOL TYPE,ENTRANCE EXAM,DEGREE PROGRAMS,LOCATION,WEBSITE LINK
St. Bernadette of Lourdes College,Private,Not Required,"BS NURSING, BACHELOR OF SECONDARY EDUCATION, BACHELOR OF ELEMENTARY EDUCATION, BS PSYCHOLOGY, BS TOURISM MANAGEMENT, BS HOSPITALITY MANAGEMENT",Quezon City,https://www.facebook.com/sblc.inc.official/
STI College - Novaliches,Private,Not Required,"BS INFORMATION TECHNOLOGY, BS COMPUTER SCIENCE, BS INFORMATION SYSTEMS, BS BUSINESS ADMINISTRATION, BS ACCOUNTANCY, BS ACCOUNTING INFORMATION SYSTEMS, BS MANAGEMENT ACCOUNTING, BS HOSPITALITY MANAGEMENT, BS CULINARY MANAGEMENT, BS TOURISM MANAGEMENT, BS COMPUTER ENGINEERING, BA COMMUNICATION, BA MULTIMEDIA ARTS, BA PSYCHOLOGY, BS MARINE TRANSPORTATION, BS MARINE ENGINEERING, BS NAVAL ARCHITECTURE, BS CRIMINOLOGY",Quezon City,https://www.sti.edu/campuses-details.asp?campus_id=Tk9W
ABE International Business College - Caloocan Campus,Private,Not Required,"BS HOTEL AND RESTAURANT MANAGEMENT, BS TOURISM, BS TOURISM MANAGEMENT, BS ACCOUNTANCY, BS INFORMATION MANAGEMENT, BS INFORMATION TECHNOLOGY, BS COMPUTER SCIENCE",City of Caloocan,https://www.facebook.com/abecalcampus/
SoFA Design Institute,Private,Not Required,"BS INTERIOR DESIGN, BA FASHION DESIGN AND MARKETING",City of Makati,https://sofa.edu.ph/
St. Vincent de Ferrer College of Camarin,Private,Not Required,"BACHELOR OF SECONDARY EDUCATION, BACHELOR OF ELEMENTARY EDUCATION, BS INFORMATION TECHNOLOGY, BS HOSPITALITY MANAGEMENT, BS ACCOUNTANCY",City of Caloocan,https://svfc-edu.com/
STI College - Sta. Mesa,Private,Not Required,"BS INFORMATION TECHNOLOGY, BS COMPUTER SCIENCE, BS INFORMATION SYSTEMS, BS BUSINESS ADMINISTRATION, BS ACCOUNTANCY, BS ACCOUNTING INFORMATION SYSTEMS, BS MANAGEMENT ACCOUNTING, BS HOSPITALITY MANAGEMENT, BS CULINARY MANAGEMENT, BS TOURISM MANAGEMENT, BS COMPUTER ENGINEERING, BA COMMUNICATION, BA MULTIMEDIA ARTS, BA PSYCHOLOGY, BS MARINE TRANSPORTATION, BS MARINE ENGINEERING, BS NAVAL ARCHITECTURE, BS CRIMINOLOGY",City of Manila,https://www.sti.edu/campuses-details.asp?campus_id=U0hB
National Polytechnic College of Science and Technology,Private,Not Required,"BS ACCOUNTANCY, BS INFORMATION TECHNOLOGY, BACHELOR OF ELEMENTARY EDUCATION, BACHELOR OF SECONDARY EDUCATION",Quezon City,https://www.facebook.com/NPCSTians/
STI College - Caloocan,Private,Not Required,"BS INFORMATION TECHNOLOGY, BS COMPUTER SCIENCE, BS INFORMATION SYSTEMS, BS BUSINESS ADMINISTRATION, BS ACCOUNTANCY, BS ACCOUNTING INFORMATION SYSTEMS, BS MANAGEMENT ACCOUNTING, BS HOSPITALITY MANAGEMENT, BS CULINARY MANAGEMENT, BS TOURISM MANAGEMENT, BS COMPUTER ENGINEERING, BA COMMUNICATION, BA MULTIMEDIA ARTS, BA PSYCHOLOGY, BS MARINE TRANSPORTATION, BS MARINE ENGINEERING, BS NAVAL ARCHITECTURE, BS CRIMINOLOGY",City of Caloocan,https://sti.edu/campuses-details.asp?campus_id=Q0xO
STI College - Cubao,Private,Not Required,"BS INFORMATION TECHNOLOGY, BS COMPUTER SCIENCE, BS INFORMATION SYSTEMS, BS BUSINESS ADMINISTRATION, BS ACCOUNTANCY, BS ACCOUNTING INFORMATION SYSTEMS, BS MANAGEMENT ACCOUNTING, BS HOSPITALITY MANAGEMENT, BS CULINARY MANAGEMENT, BS TOURISM MANAGEMENT, BS COMPUTER ENGINEERING, BA COMMUNICATION, BA MULTIMEDIA ARTS, BA PSYCHOLOGY, BS MARINE TRANSPORTATION, BS MARINE ENGINEERING, BS NAVAL ARCHITECTURE, BS CRIMINOLOGY",Quezon City,https://www.sti.edu/campuses-details.asp?campus_id=Q1VC
STI College - Muñoz-EDSA,Private,Not Required,"BS INFORMATION TECHNOLOGY, BS COMPUTER SCIENCE, BS INFORMATION SYSTEMS, BS BUSINESS ADMINISTRATION, BS ACCOUNTANCY, BS ACCOUNTING INFORMATION SYSTEMS, BS MANAGEMENT ACCOUNTING, BS HOSPITALITY MANAGEMENT, BS CULINARY MANAGEMENT, BS TOURISM MANAGEMENT, BS COMPUTER ENGINEERING, BA COMMUNICATION, BA MULTIMEDIA ARTS, BA PSYCHOLOGY, BS MARINE TRANSPORTATION, BS MARINE ENGINEERING, BS NAVAL ARCHITECTURE, BS CRIMINOLOGY",Quezon City,https://www.sti.edu/campuses-details.asp?campus_id=TVVO
ABE International Business College - Manila Campus,Private,Not Required,"BS HOTEL AND RESTAURANT MANAGEMENT, BS TOURISM, BS TOURISM MANAGEMENT, BS ACCOUNTANCY, BS INFORMATION MANAGEMENT, BS INFORMATION TECHNOLOGY, BS COMPUTER SCIENCE",City of Manila,https://abe.edu.ph/
STI College - Pasay-EDSA,Private,Not Required,"BS INFORMATION TECHNOLOGY, BS COMPUTER SCIENCE, BS INFORMATION SYSTEMS, BS BUSINESS ADMINISTRATION, BS ACCOUNTANCY, BS ACCOUNTING INFORMATION SYSTEMS, BS MANAGEMENT ACCOUNTING, BS HOSPITALITY MANAGEMENT, BS CULINARY MANAGEMENT, BS TOURISM MANAGEMENT, BS COMPUTER ENGINEERING, BA COMMUNICATION, BA MULTIMEDIA ARTS, BA PSYCHOLOGY, BS MARINE TRANSPORTATION, BS MARINE ENGINEERING, BS NAVAL ARCHITECTURE, BS CRIMINOLOGY",City of Manila,https://www.sti.edu/campuses-details.asp?campus_id=VEFG
CIIT College of Arts and Technology,Private,Not Required,"BACHELOR OF MULTIMEDIA ARTS, BS ENTREPRENEURSHIP, BS INFORMATION SYSTEMS, BS COMPUTER SCIENCE,  BS ENTERTAINMENT AND  MULTIMEDIA COMPUTING, BS ARCHITECTURE",Quezon City,https://www.ciit.edu.ph/
ABE International Business College - Makati Campus,Private,Not Required,"BS HOTEL AND RESTAURANT MANAGEMENT, BS TOURISM, BS TOURISM MANAGEMENT, BS ACCOUNTANCY, BS INFORMATION MANAGEMENT, BS INFORMATION TECHNOLOGY, BS COMPUTER SCIENCE",City of Makati,https://www.facebook.com/p/ABE-International-Business-College-Makati-Campus-100070164339196/
AMA Computer College - Sta. Mesa Campus,Private,Not Required,"BS INFORMATION TECHNOLOGY, BS COMPUTER SCIENCE, BS INFORMATION SYSTEM, BS CYBERSECURITY, BS DATA SCIENCE, BS BLOCKCHAIN TECHNOLOGY, BS ARTIFICIAL INTELLIGENCE, BS COMPUTER ENGINEERING, BS ELECTRONICS ENGINEERING, BS ELECTRICAL ENGINEERING, BS INDUSTRIAL ENGINEERING, BS BUSINESS ADMINISTRATION, BS ENTREPRENEURSHIP, BS REAL ESTATE MANAGEMENT, BS SCIENCE IN OFFICE ADMINISTRATION, BS HOSPITALITY MANAGEMENT, BS TOURISM MANAGEMENT, BACHELOR OF ELEMENTARY EDUCATION, BACHELOR OF SECONDARY EDUCATION, BACHELOR OF SCIENCE IN VIRTUAL EDUCATION, BS ACCOUNTANCY, BS INFORMATION SYSTEMS, BS INTERNAL AUDITING, BS CRIMINOLOGY, BS MARINE TRANSPORTATION, BS ARTIFICIAL INTELLIGENCE, BS PSYCHOLOGY, BA ENGLISH, BA POLITICAL SCIENCE, BA COMMUNICATION, BA ECONOMICS, BA PSYCHOLOGY, BA SOCIAL WORK",City of Manila,https://www.facebook.com/amaccsta.mesa/
College of St. Catherine Quezon City,Private,Not Required,"BS BUSINESS ADMINISTRATION, BS CRIMINOLOGY, BS INFORMATION TECHNOLOGY, BACHELOR OF ELEMENTARY EDUCATION, BACHELOR OF SECONDARY EDUCATION, BS TOURISM MANAGEMENT",Quezon City,https://www.facebook.com/CollegeofStCatherine/
STI College - Quezon Avenue,Private,Not Required,"BS INFORMATION TECHNOLOGY, BS COMPUTER SCIENCE, BS INFORMATION SYSTEMS, BS BUSINESS ADMINISTRATION, BS ACCOUNTANCY, BS ACCOUNTING INFORMATION SYSTEMS, BS MANAGEMENT ACCOUNTING, BS HOSPITALITY MANAGEMENT, BS CULINARY MANAGEMENT, BS TOURISM MANAGEMENT, BS COMPUTER ENGINEERING, BA COMMUNICATION, BA MULTIMEDIA ARTS, BA PSYCHOLOGY, BS MARINE TRANSPORTATION, BS MARINE ENGINEERING, BS NAVAL ARCHITECTURE, BS CRIMINOLOGY",Quezon City,https://www.sti.edu/
WCC Aeronautical and Technological College - North Manila,Private,Not Required,"BS AIRCRAFT MAINTENANCE TECHNOLOGY, BS AERONAUTICAL ENGINEERING, BS AVIONICS TECHNOLOGY, BS TOURISM MANAGEMENT, BS HOSPITALITY MANAGEMENT, BS BUSINESS ADMINISTRATION, BS INFORMATION TECHNOLOGY, BS CRIMINOLOGY, BA COMMUNICATION, BS PSYCHOLOGY, ",City of Caloocan,https://www.wccaviation.com/north-manila-campus
Divine Mercy College Foundation,Private,Not Required,"BS ACCOUNTANCY, BS BUSINESS ADMINISTRATION, BS COMPUTER SCIENCE, BS INFORMATION TECHNOLOGY, BS CRIMINOLOGY, BACHELOR OF ELEMENTARY EDUCATION, BACHELOR OF SECONDARY EDUCATION, BS HOSPITALITY MANAGEMENT",City of Caloocan,https://www.facebook.com/DivineMercy.College/
STI College - Marikina,Private,Not Required,"BS INFORMATION TECHNOLOGY, BS COMPUTER SCIENCE, BS INFORMATION SYSTEMS, BS BUSINESS ADMINISTRATION, BS ACCOUNTANCY, BS INFORMATION SYSTEMS, BS MANAGEMENT ACCOUNTING, BS HOSPITALITY MANAGEMENT, BS CULINARY MANAGEMENT, BS TOURISM MANAGEMENT, BS COMPUTER ENGINEERING, BA COMMUNICATION, BA MULTIMEDIA ARTS, BA PSYCHOLOGY, BS MARINE TRANSPORTATION, BS MARINE ENGINEERING, BS NAVAL ARCHITECTURE, BS CRIMINOLOGY",City of Marikina,https://www.sti.edu/campuses-details.asp?campus_id=TUFS
Arellano University - Mandaluyong,Private,Not Required,"BA ENGLISH, BA HISTORY, BA POLITICAL SCIENCE, BA PSYCHOLOGY, BS CRIMINOLOGY, BS MEDICAL TECHNOLOGY, BS NURSING, BS PHARMACY, BS PHYSICAL THERAPY, BS RADIOLOGIC TECHNOLOGY, BS INFORMATION TECHNOLOGY, BS ACCOUNTANCY,  BS BUSINESS ADMINISTRATION, BS BUSINESS AND COMMERCE, BS BUSINESS TECHNOLOGY, BACHELOR OF ELEMENTARY EDUCATION, BACHELOR OF SECONDARY EDUCATION, BACHELOR OF PHYSICAL EDUCATION, BACHELOR OF LIBRARY AND INFORMATION SCIENCE, BS HOSPITALITY MANAGEMENT, BS TOURISM MANAGEMENT, BS MIDWIFERY, BS PSYCHOLOGY",City of Mandaluyong,https://www.arellano.edu.ph/contact/plaridel-campus-au-mandaluyong/
ABE International Business College - Las Piñas Campus,Private,Not Required,"BS HOTEL AND RESTAURANT MANAGEMENT, BS TOURISM, BS TOURISM MANAGEMENT, BS ACCOUNTANCY, BS INFORMATION MANAGEMENT, BS INFORMATION TECHNOLOGY, BS COMPUTER SCIENCE",City of Las Piñas,https://www.facebook.com/ABELPSHSCOLLEGE/
NBS College,Private,Not Required,"BS ACCOUNTANCY, BS ACCOUNTING INFORMATION SYSTEMS, BS ENTREPRENEURSHIP, BS COMPUTER SCIENCE, BS TOURISM MANAGEMENT",Quezon City,http://www.nbscollege.edu.ph/
Asian School of Hospitality Arts,Private,Not Required,"BS HOTEL AND RESTAURANT MANAGEMENT, BS ENTREPRENEURSHIP",Quezon City,https://asha.edu.ph/
ABE International Business College - Fairview Campus,Private,Not Required,"BS HOTEL AND RESTAURANT MANAGEMENT, BS TOURISM, BS TOURISM MANAGEMENT, BS BUSINESS ADMINISTRTION,  BS ACCOUNTANCY, BS INFORMATION MANAGEMENT, BS INFORMATION TECHNOLOGY, BS COMPUTER SCIENCE",Quezon City,https://abe.edu.ph/
"Datamex-College of Saint Adeline, Fairview",Private,Not Required,"BS INFORMATION TECHNOLOGY, BS OFFICE ADMINISTRATION, BS HOTEL AND RESTAURANT MANAGEMENT",Quezon City,https://www.facebook.com/CSAFairview/
"Datamex-College of Saint Adeline, Valenzuela",Private,Not Required,"BS INFORMATION TECHNOLOGY, BS OFFICE ADMINISTRATION, BS HOTEL AND RESTAURANT MANAGEMENT",City of Valenzuela,https://web.facebook.com/datamexcollegeofstadelinevalenzuela/?_rdc=1&_rdr
STI Pasay,Private,Not Required,"BS INFORMATION TECHNOLOGY, BS COMPUTER SCIENCE, BS INFORMATION SYSTEMS, BS BUSINESS ADMINISTRATION, BS ACCOUNTANCY, BS ACCOUNTING INFORMATION SYSTEMS, BS MANAGEMENT ACCOUNTING, BS HOSPITALITY MANAGEMENT, BS CULINARY MANAGEMENT, BS TOURISM MANAGEMENT, BS COMPUTER ENGINEERING, BA COMMUNICATION, BA MULTIMEDIA ARTS, BA PSYCHOLOGY, BS MARINE TRANSPORTATION, BS MARINE ENGINEERING, BS NAVAL ARCHITECTURE, BS CRIMINOLOGY",City of Pasay,https://sti.edu/campuses-details.asp?campus_id=VEFG
ABE International Business College - Taft Campus,Private,Not Required,"BS HOTEL AND RESTAURANT MANAGEMENT, BS TOURISM, BS TOURISM MANAGEMENT, BS ACCOUNTANCY, BS INFORMATION MANAGEMENT, BS INFORMATION TECHNOLOGY, BS COMPUTER SCIENCE",City of Manila,https://abe.edu.ph/
Lacson College,Private,Not Required,"BA POLITICAL SCIENCE, BS BUSINESS MANAGEMENT, BS CRIMINOLOGY, BS EDUCATION",City of Pasay,https://lacsoncollege.edu.ph/
Informatics College Eastwood,Private,Not Required,"BS INFORMATION TECHNOLOGY, BS COMPUTER SCIENCE, BS INFORMATION SYSTEMS, BS BUSINESS ADMINISTRATION, BS OFFICE ADMINISTRATION",Quezon City,https://informatics.edu.ph/
Datamex Institute of Computer Technology Pasay,Private,Not Required,"BS INFORMATION TECHNOLOGY, BS OFFICE ADMINISTRATION, BS HOTEL AND RESTAURANT MANAGEMENT",City of Pasay,https://www.facebook.com/datamexinstituteofcomputertechnologycartimar/
Asia Harvesters College and Seminary,Private,Not Required,BA THEOLOGY,Quezon City,https://ahcs.edu.ph/
Don Carlo Cavina School,Private,Not Required,"BS ACCOUNTANCY, BS ACCOUNTING TECHNOLOGY, BS ENTREPRENEURSHIP, BS OFFICE ADMINISTRATION",City of Las Piñas,https://www.doncarlocavinaschool.com/
International Electronics and Technical Institute Caloocan,Private,Not Required,"BS COMPUTER ENGINEERING, BS INFORMATION TECHNOLOGY, BS BUSINESS ADMINISTRATION, BS HOTEL AND RESTAURANT MANAGEMENT, BS CUSTOMS ADMINISTRATION, BACHELOR OF SECONDARY EDUCATION",City of Caloocan,http://ieti.edu.ph/
Philsin Marine Technology Colleges Foundation,Private,Not Required,BS MARINE TRANSPORTATION,City of Manila,https://www.facebook.com/PhilsinCollegeFoundationIncOfficial/
St. Augustine School of Nursing - Las Piñas Campus,Private,Not Required,BS NURSING,City of Las Piñas,https://www.sasn.edu.ph/p/st-augustine-school-of-nursing.html
Interface Computer College Caloocan,Private,Not Required,"BS INFORMATION SYSTEMS, BS OFFICE ADMINISTRATION, BS INFORMATION TECHNOLOGY, BS COMPUTER SCIENCE, BE COMPUTER ENGINEERING, ",City of Caloocan,https://home.interface.edu.ph/
Graceland Christian College,Private,Not Required,"BS ACCOUNTANCY, BS BUSINESS ADMINISTRATION, BS INFORMATION TECHNOLOGY, BS PSYCHOLOGY, BACHELOR OF SECONDARY EDUCATION",City of Caloocan,https://www.gcc.edu.ph/
St. Jude College Manila,Private,Not Required,"BS NURSING, BS MEDICAL TECHNOLOGY, BS PSYCHOLOGY, BS RADIOLOGIC TECHNOLOGY, BS ACCOUNTANCY, BS BUSINESS ADMINISTRATION, BS HOSPITALITY MANAGEMENT, BS TOURISM MANAGEMENT, BACHELOR OF ELEMENTARY EDUCATION, BACHELOR OF SECONDARY EDUCATION, BS CRIMINOLOGY, BS INFORMATION TECHNOLOGY",City of Manila,https://sjc.phinma.edu.ph/
St. Jude College Quezon City,Private,Not Required,"BS CRIMINOLOGY, BS ACCOUNTANCY, BS BUSINESS ADMINISTRATION, BS TOURISM MANAGEMENT, BACHELOR OF SECONDARY EDUCATION, BS PSYCHOLOGY",City of Caloocan,https://sjc.phinma.edu.ph/
Access Computer and Technical College - Camarin,Private,Not Required,"BS HOSPITALITY MANAGEMENT, BS INFORMATION TECHNOLOGY, BS BUSINESS ADMINISTRATION, BS OFFICE ADMINISTRATION, BS TOURISM MANAGEMENT",City of Caloocan,https://access.edu.ph/college
ABE International Business College - Mandaluyong,Private,Not Required,"BS HOTEL AND RESTAURANT MANAGEMENT, BS TOURISM, BS TOURISM MANAGEMENT, BS ACCOUNTANCY, BS INFORMATION MANAGEMENT, BS INFORMATION TECHNOLOGY, BS COMPUTER SCIENCE",City of Mandaluyong,https://abe.edu.ph/
World Citi College Inc.,Private,Not Required,"BS ACCOUNTANCY, BS INFORMATION TECHNOLOGY, BS TOURISM MANAGEMENT, BS HOSPITALITY MANAGEMENT, BS CRIMINOLOGY, BS BUSINESS ADMINISTRATION, BA COMMUNICATION, BS MEDICAL TECHNOLOGY, BS NURSING, BS PHARMACY, BS PHYSICAL THERAPY, BS PSYCHOLOGY, BS RADIOLOGIC TECHNOLOGY, BS NUTRITION AND DIETETICS, BACHELOR OF ELEMENTARY EDUCATION, BACHELOR OF SECONDARY EDUCATION",Quezon City,https://www.worldciti.edu.ph/
College of Arts and Sciences of Asia and the Pacific - Pasig,Private,Not Required,"BS ENTREPRENEURSHIP, BS TOURISM MANAGEMENT, BS ACCOUNTING COMMUNICATION TECHNOLOGY, BACHELOR OF PUBLIC ADMINISTRATION",City of Pasig,https://www.casap.edu.ph/
World Citi Colleges - Caloocan,Private,Not Required,"BS ACCOUNTANCY, BS INFORMATION TECHNOLOGY, BS TOURISM MANAGEMENT, BS HOSPITALITY MANAGEMENT, BS CRIMINOLOGY, BS BUSINESS ADMINISTRATION, BA COMMUNICATION, BS MEDICAL TECHNOLOGY, BS NURSING, BS PHARMACY, BS PHYSICAL THERAPY, BS PSYCHOLOGY, BS RADIOLOGIC TECHNOLOGY, BS NUTRITION AND DIETETICS, BACHELOR OF ELEMENTARY EDUCATION, BACHELOR OF SECONDARY EDUCATION",City of Caloocan,https://www.worldciti.edu.ph/
Miriam College Adult Education,Private,Not Required,"BS ENTREPRENEURSHIP, BS ACCOUNTANCY, BS BUSINESS ADMINISTRATION, BA COMMUNICATION, BACHELOR OF DESIGN, BS ENVIRONMENTAL PLANNING, BACHELOR OF EARLY CHILDHOOD EDUCATION, BA INTERNATIONAL STUDIES, BS TOURISM MANAGEMENT, BA PSYCHOLOGY, BS PSYCHOLOGY",Quezon City,https://www.mc.edu.ph/sdtec
Datamex College of Saint Adeline - Parañaque City,Private,Not Required,"BS INFORMATION TECHNOLOGY, BS OFFICE ADMINISTRATION, BS HOTEL AND RESTAURANT MANAGEMENT",City of Parañaque,https://www.facebook.com/CollegeofStAdelineParanaque/
Electron College of Technical Education - Caloocan,Private,Not Required,"BS INFORMATION SYSTEMS, BS TOURISM MANAGEMENT",City of Caloocan,https://electroncollege.edu.ph/
Access Computer and Technical Colleges - Cubao,Private,Not Required,"BS HOSPITALITY MANAGEMENT, BS INFORMATION TECHNOLOGY, BS BUSINESS ADMINISTRATION, BS OFFICE ADMINISTRATION, BS TOURISM MANAGEMENT",Quezon City,https://access.edu.ph/
Arandia College,Private,Not Required,"BS ELECTRONICS ENGINEERING, BS BUSINESS ADMINISTRATION, BS COMPUTER ENGINEERING, BS COMPUTER SCIENCE, BACHELOR OF ELEMENTARY EDUCATION, BACHELOR OF SECONDARY EDUCATION, BS HOSPITALITY MANAGEMENT",City of Parañaque,https://www.facebook.com/arandiacollege/
Arellano University,Private,Not Required,"BA ENGLISH, BA HISTORY, BA POLITICAL SCIENCE, BA PSYCHOLOGY, BS CRIMINOLOGY, BS MEDICAL TECHNOLOGY, BS NURSING, BS PHARMACY, BS PHYSICAL THERAPY, BS RADIOLOGIC TECHNOLOGY, BS INFORMATION TECHNOLOGY, BS ACCOUNTANCY,  BS BUSINESS ADMINISTRATION, BS BUSINESS AND COMMERCE, BS BUSINESS TECHNOLOGY, BACHELOR OF ELEMENTARY EDUCATION, BACHELOR OF SECONDARY EDUCATION, BACHELOR OF PHYSICAL EDUCATION, BACHELOR OF LIBRARY AND INFORMATION SCIENCE, BS HOSPITALITY MANAGEMENT, BS TOURISM MANAGEMENT, BS MIDWIFERY, BS PSYCHOLOGY",City of Manila,https://www.arellano.edu.ph/
FEATI University,Private,Required,"BS GEODETIC ENGINEERING, BS CIVIL ENGINEERING, BS ELECTRICAL ENGINEERING, BS ELECTRONICS ENGINEERING, BS INFORMATION TECHNOLOGY, BS COMPUTER SCIENCE, BS MECHANICAL ENGINEERING, BS AERONAUTICAL ENGINEERING, BS AIRCRAFT MAINTENANCE TECHNOLOGY, BS MARINE ENGINEERING, BS MARINE TRANSPORTATION, BS TOURISM MANAGEMENT, BS CUSTOMS ADMINISTRATION, BS BUSINESS ADMINISTRATION, BS ARCHITECTURE, BACHELOR OF FINE ARTS, BA COMMUNICATION",City of Manila,https://www.featiu.edu.ph/